id_material;descricao;id_pedido;quantidade_pedida
6514;Ventilador tipo coluna/pedestal - bivolt;2646;5
495;Fogão, de piso, 04 bocas, branco;2646;1
7311;Escada de alumínio, 8 degraus;2645;1
7310;Escada de alumínio, 6 degraus;2645;1
6514;Ventilador tipo coluna/pedestal - bivolt;2645;2
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;2645;1
487;Bebedouro para garrafão - 110v;2645;4
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2644;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2644;10
6544;Ventilador de parede - bivolt;2644;3
6514;Ventilador tipo coluna/pedestal - bivolt;2644;5
6480;Bebedouro elétrico tipo pressão, 220Volts;2644;1
1862;"Mesa em formato de ""L"" - cor mogno";2644;2
1312;Tablado -- cor azul (Complemento);2644;1
802;Tablado - cor azul;2644;1
696;Gaveteiro volante - cor argila;2644;4
683;Sofá - 2 lugares - tecido azul;2644;1
632;Estante de aço - 6 prateleiras;2644;6
481;Aquecedor de marmitas - 25 unidades;2644;1
690;Armário com cabideiro - cor mogno;2643;1
1772;Fogão Industrial com 04 bocas;2642;1
688;Armário-Estante - cor mogno;2641;1
696;Gaveteiro volante - cor argila;2640;3
686;Armário sem cabideiro - cor argila;2640;2
504;Circulador de ar - 110v;2639;2
706;Mesa de escritório - cor argila;2638;3
702;Mesa de apoio - cor argila;2638;3
696;Gaveteiro volante - cor argila;2638;3
706;Mesa de escritório - cor argila;2637;1
696;Gaveteiro volante - cor argila;2637;4
802;Tablado - cor azul;2636;6
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2635;30
490;Cadeira para refeitório;2635;50
2750;Aparelho de Ar Condicionado - tipo janela - 30000 BTUs;2632;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2632;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;2631;1
2750;Aparelho de Ar Condicionado - tipo janela - 30000 BTUs;2630;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2630;1
7309;Escada de alumínio, 3 degraus;2629;4
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;2629;2
806;Ventilador de Teto 110v, com 3 pás;2629;6
1315;Cadeira tipo longarina - 05 assentos - c/braços;2628;5
1313;Cadeira tipo longarina - 03 assentos - c/braços;2628;2
683;Sofá - 2 lugares - tecido azul;2628;2
697;Gaveteiro volante - cor mogno;2626;2
706;Mesa de escritório - cor argila;2625;3
702;Mesa de apoio - cor argila;2625;3
696;Gaveteiro volante - cor argila;2625;3
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2624;2
1862;"Mesa em formato de ""L"" - cor mogno";2624;1
706;Mesa de escritório - cor argila;2624;2
696;Gaveteiro volante - cor argila;2624;2
686;Armário sem cabideiro - cor argila;2624;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2623;4
6514;Ventilador tipo coluna/pedestal - bivolt;2623;6
721;Mesa de direção - cor argila;2623;4
633;Estante de aço - 8 prateleiras;2623;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2622;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2621;12
1268;Armário de aço - tipo roupeiro - 2 portas (BEC);2621;1
806;Ventilador de Teto 110v, com 3 pás;2621;3
702;Mesa de apoio - cor argila;2621;1
1863;Mesa em formato peninsular - cor mogno;2620;2
1863;Mesa em formato peninsular - cor mogno;2619;1
706;Mesa de escritório - cor argila;2618;2
696;Gaveteiro volante - cor argila;2618;2
706;Mesa de escritório - cor argila;2615;1
696;Gaveteiro volante - cor argila;2615;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;2614;1
706;Mesa de escritório - cor argila;2612;1
696;Gaveteiro volante - cor argila;2612;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2611;3
713;Mesa Auxiliar - cor mogno;2611;2
704;Mesa de apoio - cor mogno;2611;2
1862;"Mesa em formato de ""L"" - cor mogno";2609;1
697;Gaveteiro volante - cor mogno;2609;1
500;Refrigerador, modelo doméstico, 110 Volts;2608;1
1862;"Mesa em formato de ""L"" - cor mogno";2607;40
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2606;5
500;Refrigerador, modelo doméstico, 110 Volts;2605;1
697;Gaveteiro volante - cor mogno;2604;1
500;Refrigerador, modelo doméstico, 110 Volts;2604;1
504;Circulador de ar - 110v;2603;4
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2602;5
500;Refrigerador, modelo doméstico, 110 Volts;2602;1
1862;"Mesa em formato de ""L"" - cor mogno";2601;40
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2600;5
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2600;3
722;Mesa de direção - cor mogno;2600;1
697;Gaveteiro volante - cor mogno;2600;2
6601;Bebedouro de Pressão para Portadores de Deficiência - 220 V;2599;1
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;2599;2
500;Refrigerador, modelo doméstico, 110 Volts;2598;1
496;Forno de microondas - 110v;2598;2
500;Refrigerador, modelo doméstico, 110 Volts;2597;1
496;Forno de microondas - 110v;2597;2
487;Bebedouro para garrafão - 110v;2595;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2594;3
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2594;4
6544;Ventilador de parede - bivolt;2594;3
1314;Cadeira tipo longarina - 04 assentos - c/braços;2594;1
500;Refrigerador, modelo doméstico, 110 Volts;2594;1
487;Bebedouro para garrafão - 110v;2594;2
802;Tablado - cor azul;2593;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2592;6
1862;"Mesa em formato de ""L"" - cor mogno";2592;1
726;Mesa de reunião - cor mogno;2592;1
500;Refrigerador, modelo doméstico, 110 Volts;2591;2
496;Forno de microondas - 110v;2591;4
1862;"Mesa em formato de ""L"" - cor mogno";2590;2
487;Bebedouro para garrafão - 110v;2589;1
2717;Carrinho Tipo Abastecimento - 300 Kg;2588;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2586;3
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2586;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2586;5
1305;Balcão cor mogno;2584;3
726;Mesa de reunião - cor mogno;2584;3
683;Sofá - 2 lugares - tecido azul;2584;2
6544;Ventilador de parede - bivolt;2583;2
487;Bebedouro para garrafão - 110v;2582;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2581;2
806;Ventilador de Teto 110v, com 3 pás;2580;6
500;Refrigerador, modelo doméstico, 110 Volts;2580;2
496;Forno de microondas - 110v;2580;2
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2579;10
7311;Escada de alumínio, 8 degraus;2579;1
6514;Ventilador tipo coluna/pedestal - bivolt;2579;5
696;Gaveteiro volante - cor argila;2579;5
504;Circulador de ar - 110v;2579;17
1862;"Mesa em formato de ""L"" - cor mogno";2578;1
1305;Balcão cor mogno;2578;1
713;Mesa Auxiliar - cor mogno;2578;1
697;Gaveteiro volante - cor mogno;2578;1
688;Armário-Estante - cor mogno;2578;1
1862;"Mesa em formato de ""L"" - cor mogno";2577;10
696;Gaveteiro volante - cor argila;2576;13
504;Circulador de ar - 110v;2576;4
483;Armário para copa (kit triplo);2575;1
485;Bebedouro elétrico tipo pressão, 110Volts;2574;1
6483;Bebedouro para garrafão - 220v;2573;1
483;Armário para copa (kit triplo);2573;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2572;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2572;6
713;Mesa Auxiliar - cor mogno;2572;1
721;Mesa de direção - cor argila;2571;1
696;Gaveteiro volante - cor argila;2570;2
688;Armário-Estante - cor mogno;2568;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2567;42
516;Máquina de calcular eletrônica;2566;3
1882;Guilhotina Manual;2565;1
483;Armário para copa (kit triplo);2564;1
6514;Ventilador tipo coluna/pedestal - bivolt;2563;1
504;Circulador de ar - 110v;2563;1
500;Refrigerador, modelo doméstico, 110 Volts;2562;1
803;Carrinho Tipo Bagageiro - 100 Kg;2561;1
496;Forno de microondas - 110v;2561;1
500;Refrigerador, modelo doméstico, 110 Volts;2560;1
485;Bebedouro elétrico tipo pressão, 110Volts;2559;1
2717;Carrinho Tipo Abastecimento - 300 Kg;2558;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2556;45
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2556;15
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;2556;3
6544;Ventilador de parede - bivolt;2555;3
692;Balcão - cor argila;2555;15
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2554;17
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2554;15
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2554;168
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2554;25
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2554;141
7310;Escada de alumínio, 6 degraus;2554;7
7309;Escada de alumínio, 3 degraus;2554;3
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;2554;1
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;2554;2
6484;Forno de microondas - 220v;2554;5
6483;Bebedouro para garrafão - 220v;2554;1
6181;Mesa para refeitório - 4 lugares;2554;2
6180;Mesa para refeitório - 2 lugares;2554;4
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;2554;1
1863;Mesa em formato peninsular - cor mogno;2554;2
1862;"Mesa em formato de ""L"" - cor mogno";2554;15
1313;Cadeira tipo longarina - 03 assentos - c/braços;2554;1
1305;Balcão cor mogno;2554;4
806;Ventilador de Teto 110v, com 3 pás;2554;31
802;Tablado - cor azul;2554;6
771;Extintor de incêndio do tipo pó químico de  4 kg;2554;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;2554;12
725;Mesa de reunião - cor argila;2554;4
713;Mesa Auxiliar - cor mogno;2554;16
706;Mesa de escritório - cor argila;2554;54
704;Mesa de apoio - cor mogno;2554;12
702;Mesa de apoio - cor argila;2554;114
697;Gaveteiro volante - cor mogno;2554;17
696;Gaveteiro volante - cor argila;2554;105
693;Banco de espera - bege;2554;9
692;Balcão - cor argila;2554;25
691;Armário sem cabideiro - cor mogno;2554;15
690;Armário com cabideiro - cor mogno;2554;2
688;Armário-Estante - cor mogno;2554;2
686;Armário sem cabideiro - cor argila;2554;2
683;Sofá - 2 lugares - tecido azul;2554;7
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;2554;5
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;2554;2
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;2554;1
516;Máquina de calcular eletrônica;2554;5
504;Circulador de ar - 110v;2554;28
503;Mesa para refeitório - 6 lugares;2554;5
500;Refrigerador, modelo doméstico, 110 Volts;2554;3
496;Forno de microondas - 110v;2554;13
490;Cadeira para refeitório;2554;48
487;Bebedouro para garrafão - 110v;2554;15
485;Bebedouro elétrico tipo pressão, 110Volts;2554;3
483;Armário para copa (kit triplo);2554;3
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2553;17
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2553;15
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2553;168
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2553;25
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2553;141
7310;Escada de alumínio, 6 degraus;2553;7
7309;Escada de alumínio, 3 degraus;2553;3
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;2553;1
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;2553;2
6484;Forno de microondas - 220v;2553;5
6483;Bebedouro para garrafão - 220v;2553;1
6181;Mesa para refeitório - 4 lugares;2553;2
6180;Mesa para refeitório - 2 lugares;2553;4
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;2553;1
1863;Mesa em formato peninsular - cor mogno;2553;2
1862;"Mesa em formato de ""L"" - cor mogno";2553;15
1313;Cadeira tipo longarina - 03 assentos - c/braços;2553;1
1305;Balcão cor mogno;2553;4
806;Ventilador de Teto 110v, com 3 pás;2553;31
802;Tablado - cor azul;2553;6
771;Extintor de incêndio do tipo pó químico de  4 kg;2553;1
770;Extintor de incêndio do tipo água pressurizada - 10 litros;2553;12
725;Mesa de reunião - cor argila;2553;4
713;Mesa Auxiliar - cor mogno;2553;16
706;Mesa de escritório - cor argila;2553;54
704;Mesa de apoio - cor mogno;2553;12
702;Mesa de apoio - cor argila;2553;114
697;Gaveteiro volante - cor mogno;2553;17
696;Gaveteiro volante - cor argila;2553;105
693;Banco de espera - bege;2553;9
692;Balcão - cor argila;2553;25
691;Armário sem cabideiro - cor mogno;2553;15
690;Armário com cabideiro - cor mogno;2553;2
688;Armário-Estante - cor mogno;2553;2
686;Armário sem cabideiro - cor argila;2553;2
683;Sofá - 2 lugares - tecido azul;2553;7
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;2553;5
567;Cadeira de rodas, tipo adulto, capacidade 100 kg;2553;2
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;2553;1
516;Máquina de calcular eletrônica;2553;5
504;Circulador de ar - 110v;2553;28
503;Mesa para refeitório - 6 lugares;2553;5
500;Refrigerador, modelo doméstico, 110 Volts;2553;3
496;Forno de microondas - 110v;2553;13
490;Cadeira para refeitório;2553;48
487;Bebedouro para garrafão - 110v;2553;15
485;Bebedouro elétrico tipo pressão, 110Volts;2553;3
483;Armário para copa (kit triplo);2553;3
696;Gaveteiro volante - cor argila;2552;3
686;Armário sem cabideiro - cor argila;2552;2
504;Circulador de ar - 110v;2551;2
6544;Ventilador de parede - bivolt;2550;3
692;Balcão - cor argila;2550;15
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2549;45
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2549;15
652;CADEIRA ALTA PARA BALCÃO - TECIDO AZUL;2549;3
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;2548;1
6489;Circulador de ar - 220v;2548;2
806;Ventilador de Teto 110v, com 3 pás;2548;4
803;Carrinho Tipo Bagageiro - 100 Kg;2548;1
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;2548;1
496;Forno de microondas - 110v;2548;1
9207;CADEIRA FIXA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2547;6
1862;"Mesa em formato de ""L"" - cor mogno";2546;1
6514;Ventilador tipo coluna/pedestal - bivolt;2545;5
1706;Mesa redonda para acomodação de 6 pessoas;2544;5
806;Ventilador de Teto 110v, com 3 pás;2543;2
6489;Circulador de ar - 220v;2542;5
1862;"Mesa em formato de ""L"" - cor mogno";2541;1
697;Gaveteiro volante - cor mogno;2541;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2540;5
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2540;30
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2540;2
7915;Carrinho para galão de água (BEC);2540;1
7914;Carrinho armazém 150kg (BEC);2540;1
7310;Escada de alumínio, 6 degraus;2540;3
7309;Escada de alumínio, 3 degraus;2540;3
6941;FURADEIRA ELÉTRICA COM IMPACTO - 220 Volts;2540;2
6601;Bebedouro de Pressão para Portadores de Deficiência - 220 V;2540;1
6544;Ventilador de parede - bivolt;2540;12
6514;Ventilador tipo coluna/pedestal - bivolt;2540;11
6493;Ventilador de teto 220v, com 3 pás;2540;3
6485;Refrigerador, modelo doméstico, 220 Volts;2540;2
6484;Forno de microondas - 220v;2540;2
6480;Bebedouro elétrico tipo pressão, 220Volts;2540;27
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;2540;9
1706;Mesa redonda para acomodação de 6 pessoas;2540;1
1314;Cadeira tipo longarina - 04 assentos - c/braços;2540;141
1305;Balcão cor mogno;2540;2
726;Mesa de reunião - cor mogno;2540;4
702;Mesa de apoio - cor argila;2540;3
693;Banco de espera - bege;2540;10
692;Balcão - cor argila;2540;1
686;Armário sem cabideiro - cor argila;2540;1
683;Sofá - 2 lugares - tecido azul;2540;15
633;Estante de aço - 8 prateleiras;2540;11
632;Estante de aço - 6 prateleiras;2540;35
626;Arquivo de aço - 7 gavetas;2540;1
490;Cadeira para refeitório;2540;10
483;Armário para copa (kit triplo);2540;1
6493;Ventilador de teto 220v, com 3 pás;2539;10
683;Sofá - 2 lugares - tecido azul;2538;2
802;Tablado - cor azul;2537;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2536;5
487;Bebedouro para garrafão - 110v;2536;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2535;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2534;6
1862;"Mesa em formato de ""L"" - cor mogno";2534;1
802;Tablado - cor azul;2534;1
726;Mesa de reunião - cor mogno;2534;1
722;Mesa de direção - cor mogno;2533;1
1859;Aparelho de Ar Condicionado - tipo janela - 10000 BTUs;2532;6
1789;Aparelho de Ar Condicionado;2532;3
769;Extintor de incêndio do tipo CO 2 (gás carbônico) de 6 kg;2531;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2530;2
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2529;50
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2529;18
6514;Ventilador tipo coluna/pedestal - bivolt;2529;4
1313;Cadeira tipo longarina - 03 assentos - c/braços;2529;1
806;Ventilador de Teto 110v, com 3 pás;2529;5
485;Bebedouro elétrico tipo pressão, 110Volts;2529;2
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2528;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2527;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2526;1
6514;Ventilador tipo coluna/pedestal - bivolt;2525;1
803;Carrinho Tipo Bagageiro - 100 Kg;2524;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2523;5
6514;Ventilador tipo coluna/pedestal - bivolt;2522;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2521;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2520;4
6544;Ventilador de parede - bivolt;2519;1
1862;"Mesa em formato de ""L"" - cor mogno";2518;1
721;Mesa de direção - cor argila;2517;12
725;Mesa de reunião - cor argila;2516;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2515;2
713;Mesa Auxiliar - cor mogno;2515;2
696;Gaveteiro volante - cor argila;2515;1
686;Armário sem cabideiro - cor argila;2515;1
713;Mesa Auxiliar - cor mogno;2514;1
1862;"Mesa em formato de ""L"" - cor mogno";2513;2
713;Mesa Auxiliar - cor mogno;2513;1
686;Armário sem cabideiro - cor argila;2512;3
696;Gaveteiro volante - cor argila;2511;5
496;Forno de microondas - 110v;2511;1
500;Refrigerador, modelo doméstico, 110 Volts;2510;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2509;2
485;Bebedouro elétrico tipo pressão, 110Volts;2508;1
485;Bebedouro elétrico tipo pressão, 110Volts;2506;1
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;2504;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2504;2
1861;Aparelho de Ar Condicionado - tipo janela - 18000 BTUs;2503;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2503;2
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2502;9
1862;"Mesa em formato de ""L"" - cor mogno";2502;3
706;Mesa de escritório - cor argila;2502;20
696;Gaveteiro volante - cor argila;2502;22
1862;"Mesa em formato de ""L"" - cor mogno";2501;2
1862;"Mesa em formato de ""L"" - cor mogno";2500;1
1305;Balcão cor mogno;2500;1
713;Mesa Auxiliar - cor mogno;2500;1
697;Gaveteiro volante - cor mogno;2500;1
688;Armário-Estante - cor mogno;2500;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2499;2
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2498;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2497;9
1862;"Mesa em formato de ""L"" - cor mogno";2497;3
706;Mesa de escritório - cor argila;2497;20
696;Gaveteiro volante - cor argila;2497;22
806;Ventilador de Teto 110v, com 3 pás;2496;10
696;Gaveteiro volante - cor argila;2495;3
6483;Bebedouro para garrafão - 220v;2494;1
483;Armário para copa (kit triplo);2494;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2493;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2493;45
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2493;9
6544;Ventilador de parede - bivolt;2493;1
6514;Ventilador tipo coluna/pedestal - bivolt;2492;2
1862;"Mesa em formato de ""L"" - cor mogno";2492;3
706;Mesa de escritório - cor argila;2492;20
696;Gaveteiro volante - cor argila;2492;22
697;Gaveteiro volante - cor mogno;2491;1
6544;Ventilador de parede - bivolt;2490;5
713;Mesa Auxiliar - cor mogno;2489;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2488;10
721;Mesa de direção - cor argila;2487;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2486;3
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2486;45
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2486;9
6544;Ventilador de parede - bivolt;2486;1
6514;Ventilador tipo coluna/pedestal - bivolt;2486;2
1862;"Mesa em formato de ""L"" - cor mogno";2486;3
706;Mesa de escritório - cor argila;2486;20
696;Gaveteiro volante - cor argila;2486;22
500;Refrigerador, modelo doméstico, 110 Volts;2485;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2484;72
6544;Ventilador de parede - bivolt;2484;5
6514;Ventilador tipo coluna/pedestal - bivolt;2484;5
490;Cadeira para refeitório;2484;20
1862;"Mesa em formato de ""L"" - cor mogno";2483;15
713;Mesa Auxiliar - cor mogno;2482;15
704;Mesa de apoio - cor mogno;2481;11
688;Armário-Estante - cor mogno;2481;15
722;Mesa de direção - cor mogno;2480;1
7311;Escada de alumínio, 8 degraus;2479;1
722;Mesa de direção - cor mogno;2478;7
3063;Carrinho Tipo Caixa em Tela - 500 Kg;2477;2
2870;MARTELETE PERFURADOR ROMPEDOR - 110 Volts;2477;1
696;Gaveteiro volante - cor argila;2477;30
533;FURADEIRA ELÉTRICA COM IMPACTO - 110 Volts;2477;2
721;Mesa de direção - cor argila;2476;1
9243;CADEIRA GIRATÓRIA ESPALDAR MÉDIO - COM BRAÇOS - TECIDO AZUL;2475;20
6514;Ventilador tipo coluna/pedestal - bivolt;2475;5
495;Fogão, de piso, 04 bocas, branco;2475;1
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;2474;2
1860;Aparelho de Ar Condicionado - tipo janela - 12000 BTUs;2473;2
3450;Carrinho Tipo Estacionamento (100 x 45 x 50) cm;2472;1
3228;Carro Tipo Plataforma - 500 Kg;2471;1
722;Mesa de direção - cor mogno;2471;2
713;Mesa Auxiliar - cor mogno;2471;2
688;Armário-Estante - cor mogno;2471;6
500;Refrigerador, modelo doméstico, 110 Volts;2471;1
9208;CADEIRA GIRATÓRIA ESPALDAR BAIXO - COM BRAÇOS - TECIDO AZUL;2470;12
487;Bebedouro para garrafão - 110v;2469;1
1305;Balcão cor mogno;2468;2
691;Armário sem cabideiro - cor mogno;2468;1
1305;Balcão cor mogno;2467;2
691;Armário sem cabideiro - cor mogno;2467;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2466;1
1355;Aparelho de ar condicionado - tipo janela - 21000 BTUs;2465;1
721;Mesa de direção - cor argila;2464;1
9209;CADEIRA GIRATÓRIA ESPALDAR ALTO - COM BRAÇOS - TECIDO AZUL;2463;1
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2461;15
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2460;30
9206;CADEIRA FIXA ESPALDAR BAIXO - SEM BRAÇOS - TECIDO AZUL;2459;25
3228;Carro Tipo Plataforma - 500 Kg;2459;2
500;Refrigerador, modelo doméstico, 110 Volts;2459;4
6484;Forno de microondas - 220v;2458;3
688;Armário-Estante - cor mogno;2458;1
496;Forno de microondas - 110v;2456;1
806;Ventilador de Teto 110v, com 3 pás;2455;5
713;Mesa Auxiliar - cor mogno;2455;1
706;Mesa de escritório - cor argila;2455;1
702;Mesa de apoio - cor argila;2455;2
696;Gaveteiro volante - cor argila;2455;1
500;Refrigerador, modelo doméstico, 110 Volts;2455;1
6600;Bebedouro de pressão para pessoas com necessidades especiais - 110 V;2454;2
1706;Mesa redonda para acomodação de 6 pessoas;2454;3
1705;Mesa redonda para acomodação de 4 pessoas;2454;2
726;Mesa de reunião - cor mogno;2454;2
725;Mesa de reunião - cor argila;2454;4
721;Mesa de direção - cor argila;2454;8
686;Armário sem cabideiro - cor argila;2454;10
706;Mesa de escritório - cor argila;2453;3
696;Gaveteiro volante - cor argila;2453;3
